customerID,Churn,Contract,PaperlessBilling,PaymentMethod,PhoneService,MultipleLines,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Monthly,Total,churn_bin,qtd_servicos,tenure_faixa
0248-PGHBZ,No,Two Year,1,Bank Transfer (Automatic),1,0,Female,1,0,0,67,Fiber Optic,1,1,0,1,1,0,92.45,6140.85,0.0,4.0,49–72
0253-ZTEOB,No,Two Year,0,Electronic Check,1,1,Female,0,1,1,48,Dsl,0,1,0,1,1,1,79.65,3870.3,0.0,4.0,25–48
0254-FNMCI,No,Two Year,1,Electronic Check,1,0,Female,0,0,0,72,Fiber Optic,1,1,1,1,1,1,109.9,7624.2,0.0,6.0,49–72
0254-KCJGT,No,One Year,1,Credit Card (Automatic),1,1,Male,0,1,0,52,Dsl,1,1,1,1,0,1,81.4,4354.45,0.0,5.0,49–72
0254-WWRKD,No,One Year,0,Credit Card (Automatic),1,0,Female,0,1,1,67,Dsl,0,1,0,0,0,0,50.55,3431.75,0.0,1.0,49–72
0256-LTHVJ,Yes,Month-To-Month,1,Electronic Check,1,0,Female,0,1,1,28,Fiber Optic,0,0,0,0,0,1,81.05,2227.1,1.0,1.0,25–48
0257-KXZGU,No,Month-To-Month,0,Bank Transfer (Automatic),1,1,Female,0,1,1,32,Dsl,0,1,1,0,0,0,62.45,2045.55,0.0,2.0,25–48
0257-ZESQC,Yes,Month-To-Month,1,Bank Transfer (Automatic),1,0,Female,1,1,0,27,Fiber Optic,1,0,0,0,0,0,75.2,1929.35,1.0,1.0,25–48
0258-NOKBL,No,Month-To-Month,0,Electronic Check,1,0,Male,0,0,0,3,Fiber Optic,0,1,1,0,0,1,90.4,268.45,0.0,3.0,0–12
0259-GBZSH,Yes,Month-To-Month,1,Electronic Check,1,1,Male,0,0,0,2,Fiber Optic,0,0,0,0,1,0,85.65,181.5,1.0,1.0,0–12
0260-ZDLGK,Yes,Month-To-Month,1,Mailed Check,1,0,Female,0,0,1,9,Dsl,0,0,1,1,1,1,72.9,651.4,1.0,4.0,0–12
0263-FJTQO,No,Two Year,1,Credit Card (Automatic),1,1,Male,0,1,1,50,Dsl,1,0,0,1,1,0,70.5,3486.65,0.0,3.0,49–72
0264-CNITK,No,Two Year,0,Bank Transfer (Automatic),1,0,Female,0,1,1,71,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.1,1389.6,0.0,,49–72
0265-EDXBD,Yes,Month-To-Month,1,Electronic Check,1,1,Male,1,1,0,32,Fiber Optic,0,0,0,0,0,0,74.9,2303.35,1.0,0.0,25–48
0265-PSUAE,No,Month-To-Month,0,Bank Transfer (Automatic),1,0,Female,0,1,1,16,Fiber Optic,1,0,1,0,1,1,100.7,1522.7,0.0,4.0,13–24
0266-CLZKZ,No,Two Year,1,Bank Transfer (Automatic),1,1,Female,0,1,1,67,Fiber Optic,0,0,1,1,1,1,105.65,6717.9,0.0,4.0,49–72
0266-GMEAO,No,Two Year,1,Credit Card (Automatic),1,1,Male,0,1,1,72,Fiber Optic,1,1,1,1,1,1,114.3,8058.55,0.0,6.0,49–72
0268-QKIWO,Yes,Month-To-Month,0,Electronic Check,1,0,Female,0,0,0,3,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.75,58.85,1.0,,0–12
0269-XFESX,No,One Year,0,Mailed Check,1,1,Male,0,1,1,23,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.35,538.5,0.0,,13–24
0270-THENM,No,Two Year,0,Bank Transfer (Automatic),1,1,Male,0,1,1,72,Dsl,1,1,1,1,0,0,69.85,5102.35,0.0,4.0,49–72
0274-JKUJR,No,Month-To-Month,0,Mailed Check,0,No Phone Service,Male,0,1,1,7,Dsl,1,1,1,0,1,1,58.85,465.7,0.0,5.0,0–12
0274-VVQOQ,,One Year,1,Bank Transfer (Automatic),1,1,Male,1,1,0,65,Fiber Optic,0,1,1,0,1,1,103.15,6792.45,,4.0,49–72
0277-BKSQP,No,Month-To-Month,1,Electronic Check,1,0,Male,0,1,1,8,Dsl,0,0,0,0,1,0,54.4,475.1,0.0,1.0,0–12
0277-ORXQS,No,Two Year,0,Bank Transfer (Automatic),0,No Phone Service,Male,0,1,1,66,Dsl,0,0,0,1,1,1,50.55,3364.55,0.0,3.0,49–72
0278-YXOOG,Yes,Month-To-Month,0,Mailed Check,1,0,Male,0,0,0,5,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,21.05,113.85,1.0,,0–12
0280-XJGEX,Yes,Month-To-Month,1,Bank Transfer (Automatic),1,1,Male,0,0,0,49,Fiber Optic,0,1,1,0,1,1,103.7,5036.3,1.0,4.0,49–72
0281-CNTZX,No,Two Year,1,Bank Transfer (Automatic),1,0,Male,0,1,0,63,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.95,1234.8,0.0,,49–72
0282-NVSJS,No,Month-To-Month,1,Mailed Check,0,No Phone Service,Female,1,1,1,12,Dsl,0,0,0,1,0,0,29.3,355.9,0.0,1.0,0–12
0285-INHLN,No,Month-To-Month,1,Credit Card (Automatic),1,0,Male,0,1,1,27,Dsl,1,1,0,0,0,0,54.75,1510.3,0.0,2.0,25–48
0289-IVARM,No,Month-To-Month,0,Electronic Check,1,0,Female,0,0,0,35,Dsl,1,1,1,0,0,0,60.55,1982.6,0.0,3.0,25–48
0292-WEGCH,No,Month-To-Month,1,Electronic Check,1,1,Female,0,1,1,54,Dsl,0,1,1,1,1,1,86.2,4524.05,0.0,5.0,49–72
0295-PPHDO,Yes,Month-To-Month,1,Electronic Check,1,1,Male,0,0,0,1,Fiber Optic,0,0,0,0,1,1,95.45,95.45,1.0,2.0,0–12
0295-QVKPB,No,Month-To-Month,1,Credit Card (Automatic),1,0,Male,0,0,0,5,Dsl,0,0,1,1,1,0,63.95,318.1,0.0,3.0,0–12
0297-RBCSG,No,One Year,1,Bank Transfer (Automatic),1,0,Male,0,0,0,19,Dsl,0,1,0,1,0,1,65.35,1231.85,0.0,3.0,13–24
0298-XACET,No,Two Year,0,Mailed Check,0,No Phone Service,Male,0,1,1,52,Dsl,0,1,1,1,1,0,50.2,2554.0,0.0,4.0,49–72
0301-FIDRB,No,Two Year,1,Bank Transfer (Automatic),0,No Phone Service,Female,0,1,1,72,Dsl,1,1,1,1,1,1,63.8,4684.3,0.0,6.0,49–72
0301-KOBTQ,No,Two Year,1,Bank Transfer (Automatic),1,0,Male,0,0,0,32,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.05,614.45,0.0,,25–48
0302-JOIVN,Yes,Month-To-Month,0,Electronic Check,1,0,Female,0,1,0,8,Fiber Optic,0,1,1,0,1,1,101.15,842.9,1.0,4.0,0–12
0303-UNCIP,No,One Year,0,Mailed Check,1,1,Male,0,0,0,41,Dsl,0,0,1,0,0,1,65.0,2531.8,0.0,2.0,25–48
0303-WMMRN,No,Month-To-Month,1,Mailed Check,1,0,Male,0,0,0,5,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.25,86.05,0.0,,0–12
0305-SQECB,No,One Year,1,Mailed Check,0,No Phone Service,Female,0,0,1,11,Dsl,1,0,0,1,0,0,36.05,402.6,0.0,2.0,0–12
0306-JAELE,Yes,Month-To-Month,1,Electronic Check,1,0,Male,0,0,0,5,Fiber Optic,0,0,0,1,1,1,96.1,453.4,1.0,3.0,0–12
0307-BCOPK,No,One Year,0,Mailed Check,1,0,Female,0,0,0,16,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.05,326.65,0.0,,13–24
0308-GIQJT,No,One Year,0,Bank Transfer (Automatic),1,1,Male,1,0,0,71,Fiber Optic,0,1,0,1,1,1,105.75,7382.85,0.0,4.0,49–72
0308-IVGOK,No,One Year,1,Credit Card (Automatic),0,No Phone Service,Female,0,0,0,11,Dsl,0,1,1,1,0,0,40.4,422.6,0.0,3.0,0–12
0310-MVLET,Yes,Month-To-Month,1,Electronic Check,1,1,Female,0,1,1,61,Fiber Optic,0,1,0,0,1,1,99.15,6010.05,1.0,3.0,49–72
0310-SUCIN,No,One Year,1,Bank Transfer (Automatic),1,0,Female,0,1,0,71,Dsl,1,1,1,1,1,1,84.8,6046.1,0.0,6.0,49–72
0310-VQXAM,No,Month-To-Month,0,Mailed Check,1,0,Male,0,0,0,9,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.85,178.8,0.0,,0–12
0311-QYWSS,No,Month-To-Month,1,Electronic Check,1,0,Female,0,0,0,6,Dsl,1,0,0,0,0,0,49.45,314.6,0.0,1.0,0–12
0311-UNPFF,Yes,Month-To-Month,1,Bank Transfer (Automatic),1,0,Female,0,0,0,26,Fiber Optic,0,0,0,0,1,1,88.8,2274.35,1.0,2.0,25–48
0314-TKOSI,No,Month-To-Month,0,Mailed Check,1,0,Female,0,0,0,6,Dsl,1,1,0,0,0,0,55.15,322.9,0.0,2.0,0–12
0315-LVCRK,No,Month-To-Month,0,Electronic Check,1,0,Male,0,0,0,11,Fiber Optic,0,0,1,0,0,1,84.8,888.75,0.0,2.0,0–12
0318-QUUOB,Yes,Month-To-Month,1,Electronic Check,1,0,Male,0,1,0,1,Fiber Optic,0,0,0,0,1,0,80.55,80.55,1.0,1.0,0–12
0318-ZOPWS,No,Two Year,1,Bank Transfer (Automatic),1,0,Female,0,1,0,49,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.15,973.35,0.0,,49–72
0319-QZTCO,No,Month-To-Month,1,Credit Card (Automatic),1,0,Female,0,1,1,3,Dsl,0,1,0,0,1,0,58.7,168.6,0.0,2.0,0–12
0320-DWVTU,No,Two Year,0,Mailed Check,1,0,Female,0,0,0,53,Fiber Optic,1,1,1,1,0,1,99.5,5424.25,0.0,5.0,49–72
0320-JDNQG,Yes,Month-To-Month,1,Electronic Check,1,0,Male,0,1,1,23,Fiber Optic,1,0,0,1,1,1,99.85,2331.3,1.0,4.0,13–24
0322-CHQRU,Yes,Month-To-Month,0,Electronic Check,1,0,Male,0,0,0,2,Dsl,0,0,0,0,0,0,45.35,89.5,1.0,0.0,0–12
0322-YINQP,Yes,Month-To-Month,1,Mailed Check,1,0,Male,0,0,0,1,Dsl,1,0,0,0,0,0,48.55,48.55,1.0,1.0,0–12
0323-XWWTN,No,Two Year,1,Mailed Check,1,1,Male,0,0,1,3,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,26.4,121.25,0.0,,0–12
0324-BRPCJ,Yes,Month-To-Month,1,Electronic Check,1,1,Female,1,1,0,68,Fiber Optic,0,1,0,0,1,1,100.2,6851.65,1.0,3.0,49–72
0325-XBFAC,Yes,Month-To-Month,1,Electronic Check,1,0,Male,0,0,0,8,Fiber Optic,0,0,1,0,1,1,94.7,740.3,1.0,3.0,0–12
0326-VDYXE,No,One Year,1,Electronic Check,1,1,Female,0,1,0,70,Fiber Optic,0,0,1,0,1,1,97.65,6982.5,0.0,3.0,49–72
0327-WFZSY,No,One Year,0,Electronic Check,1,1,Male,0,1,1,39,Fiber Optic,0,0,1,0,1,1,100.0,3835.55,0.0,3.0,25–48
0328-GRPMV,Yes,Month-To-Month,1,Electronic Check,1,0,Female,0,0,0,1,Fiber Optic,0,0,0,0,0,0,70.1,70.1,1.0,0.0,0–12
0328-IBUPK,,Two Year,0,Bank Transfer (Automatic),0,No Phone Service,Female,0,1,1,51,Dsl,1,0,0,1,0,0,34.2,1782.0,,2.0,49–72
0329-GTIAJ,Yes,Month-To-Month,1,Electronic Check,1,0,Female,0,0,0,3,Fiber Optic,0,1,0,1,1,1,97.9,315.3,1.0,4.0,0–12
0330-BGYZE,No,One Year,0,Bank Transfer (Automatic),1,1,Male,0,1,0,60,Fiber Optic,0,1,1,0,1,1,102.5,6157.6,0.0,4.0,49–72
0330-IVZHA,Yes,Month-To-Month,0,Electronic Check,1,0,Female,0,1,0,5,Fiber Optic,0,0,0,0,0,0,69.95,330.15,1.0,0.0,0–12
0334-GDDSO,Yes,Month-To-Month,1,Electronic Check,1,1,Male,1,0,0,3,Fiber Optic,0,1,0,0,0,0,81.35,233.7,1.0,1.0,0–12
0334-ZFJSR,No,One Year,1,Credit Card (Automatic),1,1,Female,0,1,0,55,Dsl,1,1,0,1,0,0,66.05,3462.1,0.0,3.0,49–72
0336-KXKFK,No,Two Year,1,Credit Card (Automatic),0,No Phone Service,Male,0,0,0,72,Dsl,1,0,1,1,1,1,61.2,4390.25,0.0,5.0,49–72
0336-PIKEI,No,Two Year,0,Bank Transfer (Automatic),1,0,Male,1,1,0,72,Dsl,1,1,1,1,1,0,74.4,5360.75,0.0,5.0,49–72
0337-CNPZE,Yes,Month-To-Month,1,Electronic Check,1,1,Female,0,0,0,41,Fiber Optic,0,1,1,0,1,1,106.3,4443.45,1.0,4.0,25–48
0343-QLUZP,No,Two Year,0,Bank Transfer (Automatic),0,No Phone Service,Male,0,0,0,60,Dsl,1,1,1,0,0,0,39.6,2424.5,0.0,3.0,49–72
0345-HKJVM,Yes,Month-To-Month,0,Electronic Check,1,0,Female,0,0,0,6,Fiber Optic,0,0,0,0,1,1,89.3,577.6,1.0,2.0,0–12
0345-XMMUG,No,Two Year,1,Credit Card (Automatic),1,1,Female,0,1,0,46,Fiber Optic,0,1,1,1,1,1,108.9,4854.3,0.0,5.0,25–48
0347-UBKUZ,No,Month-To-Month,0,Mailed Check,1,0,Female,0,0,0,15,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.9,320.45,0.0,,13–24
0348-SDKOL,Yes,Month-To-Month,1,Credit Card (Automatic),1,1,Female,0,1,0,58,Fiber Optic,0,0,1,1,1,1,102.1,5885.4,1.0,4.0,49–72
0354-VXMJC,No,Two Year,0,Credit Card (Automatic),1,0,Male,0,1,1,23,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.6,426.65,0.0,,13–24
0354-WYROK,Yes,Month-To-Month,1,Electronic Check,1,0,Female,1,1,1,31,Fiber Optic,0,0,1,1,1,1,98.9,2911.3,1.0,4.0,25–48
0356-ERHVT,No,Month-To-Month,1,Bank Transfer (Automatic),1,0,Male,0,1,0,11,Dsl,0,0,0,0,0,0,45.9,521.9,0.0,0.0,0–12
0356-OBMAC,No,Two Year,1,Bank Transfer (Automatic),1,1,Female,1,0,0,56,Fiber Optic,0,1,1,1,1,0,99.9,5706.3,0.0,4.0,49–72
0357-NVCRI,No,Month-To-Month,0,Credit Card (Automatic),1,0,Female,0,0,1,25,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.05,471.7,0.0,,25–48
0361-HJRDX,No,Two Year,0,Credit Card (Automatic),0,No Phone Service,Female,0,0,0,68,Dsl,1,1,1,1,1,1,64.35,4539.6,0.0,6.0,49–72
0362-RAOQO,No,Two Year,0,Credit Card (Automatic),1,0,Female,0,0,0,40,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.65,830.25,0.0,,25–48
0362-ZBZWJ,Yes,Month-To-Month,1,Electronic Check,1,1,Male,0,0,0,36,Fiber Optic,0,0,0,0,0,1,84.9,3067.2,1.0,1.0,25–48
0363-QJVFX,Yes,Month-To-Month,1,Credit Card (Automatic),1,1,Male,0,0,0,32,Fiber Optic,1,1,0,1,1,1,108.15,3432.9,1.0,5.0,25–48
0363-SVHYR,No,Two Year,0,Bank Transfer (Automatic),1,1,Male,0,1,1,71,Dsl,1,1,1,1,1,1,86.85,6263.8,0.0,6.0,49–72
0365-BZUWY,No,Month-To-Month,1,Electronic Check,1,1,Male,0,1,0,17,Fiber Optic,0,1,1,0,1,1,102.55,1742.5,0.0,4.0,13–24
0365-GXEZS,No,Month-To-Month,0,Electronic Check,1,0,Male,0,1,0,18,Fiber Optic,0,0,1,1,0,0,78.2,1468.75,0.0,2.0,13–24
0365-TRTPY,No,Month-To-Month,0,Bank Transfer (Automatic),1,1,Female,0,0,0,37,Fiber Optic,1,1,1,0,0,0,91.2,3382.3,0.0,3.0,25–48
0366-NQSHS,No,Month-To-Month,0,Mailed Check,1,0,Male,0,0,0,2,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.35,46.35,0.0,,0–12
0369-ZGOVK,No,One Year,1,Bank Transfer (Automatic),1,0,Female,0,1,1,28,Fiber Optic,0,0,0,0,0,0,70.4,1992.2,0.0,0.0,25–48
0373-AIVNJ,No,One Year,0,Mailed Check,0,No Phone Service,Male,0,0,0,9,Dsl,1,1,1,0,0,0,39.55,373.0,0.0,3.0,0–12
0374-AACSZ,No,Month-To-Month,0,Electronic Check,1,0,Female,0,0,0,1,Dsl,1,0,0,0,0,0,50.15,50.15,0.0,1.0,0–12
0374-FIUCA,No,Two Year,1,Credit Card (Automatic),1,0,Male,0,1,0,65,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.4,1414.45,0.0,,49–72
0374-IOEGQ,No,Month-To-Month,0,Electronic Check,1,0,Female,0,0,0,3,Dsl,0,0,0,0,0,0,44.6,122.7,0.0,0.0,0–12
0375-HVGXO,Yes,Month-To-Month,1,Electronic Check,0,No Phone Service,Female,0,0,0,1,Dsl,0,0,0,0,1,0,34.7,34.7,1.0,1.0,0–12
0376-OIWME,No,Month-To-Month,1,Electronic Check,1,0,Male,0,1,0,36,Fiber Optic,1,0,0,0,1,1,93.6,3366.05,0.0,3.0,25–48
0376-YMCJC,Yes,Month-To-Month,1,Electronic Check,1,1,Male,0,0,0,23,Fiber Optic,0,0,0,1,1,0,90.6,1943.2,1.0,2.0,13–24
0377-JBKKT,No,Month-To-Month,1,Mailed Check,1,0,Male,0,1,1,22,Dsl,1,1,0,1,0,0,57.95,1271.8,0.0,3.0,13–24
0378-CJKPV,No,Two Year,0,Credit Card (Automatic),1,1,Female,0,1,0,72,Fiber Optic,1,1,1,1,1,1,112.1,7965.95,0.0,6.0,49–72
0378-NHQXU,Yes,Month-To-Month,0,Electronic Check,1,1,Female,0,1,1,17,Fiber Optic,0,0,1,0,1,0,88.25,1460.65,1.0,2.0,13–24
0378-TOVMS,Yes,Month-To-Month,0,Electronic Check,1,0,Female,0,0,0,3,Fiber Optic,0,0,0,1,0,1,85.8,272.2,1.0,2.0,0–12
0378-XSZPU,Yes,One Year,0,Credit Card (Automatic),1,0,Male,0,1,0,58,Dsl,1,1,1,0,0,0,60.3,3563.8,1.0,3.0,49–72
0379-DJQHR,No,Two Year,0,Credit Card (Automatic),1,0,Male,0,1,1,67,Dsl,1,1,1,0,1,1,81.35,5398.6,0.0,5.0,49–72
0380-NEAVX,No,One Year,1,Electronic Check,1,0,Male,1,0,0,34,Fiber Optic,0,1,1,0,1,1,99.85,3343.15,0.0,4.0,25–48
0380-ZCSBI,No,Month-To-Month,0,Credit Card (Automatic),1,0,Male,0,0,0,10,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.0,198.7,0.0,,0–12
0383-CLDDA,No,Two Year,1,Credit Card (Automatic),1,1,Female,0,0,0,69,Dsl,1,0,1,1,1,1,85.35,5897.4,0.0,5.0,49–72
0384-LPITE,No,One Year,0,Credit Card (Automatic),0,No Phone Service,Male,0,0,0,40,Dsl,1,1,1,0,1,1,62.05,2511.55,0.0,5.0,25–48
0384-RVBPI,No,Month-To-Month,0,Credit Card (Automatic),1,0,Male,0,0,0,20,Dsl,1,0,1,0,0,1,64.4,1398.6,0.0,3.0,13–24
0386-CWRGM,No,Two Year,0,Mailed Check,1,0,Female,0,1,1,46,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.4,967.85,0.0,,25–48
0388-EOPEX,Yes,Month-To-Month,1,Electronic Check,1,0,Female,0,1,0,2,Fiber Optic,1,0,0,0,0,0,74.4,139.4,1.0,1.0,0–12
0390-DCFDQ,Yes,Month-To-Month,1,Mailed Check,1,0,Female,1,1,0,1,Fiber Optic,0,0,0,0,0,0,70.45,70.45,1.0,0.0,0–12
0392-BZIUW,No,Two Year,1,Credit Card (Automatic),1,1,Female,0,1,0,72,Fiber Optic,1,0,1,0,1,1,105.0,7589.8,0.0,4.0,49–72
0394-YONDK,No,Two Year,0,Credit Card (Automatic),1,1,Male,0,1,1,70,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.15,1790.15,0.0,,49–72
0396-HUJBP,No,Month-To-Month,0,Mailed Check,1,0,Female,0,0,0,2,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.3,44.4,0.0,,0–12
0396-UKGAI,No,Month-To-Month,1,Bank Transfer (Automatic),1,0,Male,0,0,1,23,Dsl,0,1,0,1,0,0,55.3,1284.2,0.0,2.0,13–24
0396-YCHWO,No,Month-To-Month,1,Electronic Check,1,1,Male,0,1,0,36,Fiber Optic,0,0,0,0,1,1,95.4,3474.2,0.0,2.0,25–48
0397-GZBBC,Yes,Month-To-Month,1,Bank Transfer (Automatic),1,1,Male,1,1,0,59,Fiber Optic,0,0,0,0,1,1,93.85,5574.75,1.0,2.0,49–72
0397-ZXWQF,No,Two Year,0,Bank Transfer (Automatic),1,0,Male,0,0,0,67,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.5,1430.95,0.0,,49–72
0401-WDBXM,No,Two Year,1,Bank Transfer (Automatic),1,1,Male,0,1,1,72,Fiber Optic,1,0,1,0,1,1,105.55,7542.25,0.0,4.0,49–72
0402-CQAJN,Yes,Month-To-Month,1,Bank Transfer (Automatic),1,1,Female,0,0,0,37,Fiber Optic,0,1,1,0,1,1,101.9,3545.35,1.0,4.0,25–48
0402-OAMEN,No,Two Year,0,Bank Transfer (Automatic),1,1,Female,0,1,1,72,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.45,1709.1,0.0,,49–72
0404-AHASP,No,Two Year,0,Credit Card (Automatic),1,0,Male,0,1,0,72,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.7,1421.9,0.0,,49–72
0404-SWRVG,Yes,Month-To-Month,1,Electronic Check,1,1,Male,0,0,0,3,Fiber Optic,0,0,0,0,0,0,74.4,229.55,1.0,0.0,0–12
0406-BPDVR,Yes,One Year,1,Credit Card (Automatic),1,1,Female,1,1,0,54,Fiber Optic,0,1,0,0,1,1,101.5,5373.1,1.0,3.0,49–72
0407-BDJKB,Yes,Month-To-Month,1,Electronic Check,1,1,Male,0,1,0,60,Fiber Optic,0,1,1,0,1,0,95.75,5742.9,1.0,3.0,49–72
0409-WTMPL,No,One Year,1,Credit Card (Automatic),1,1,Female,0,1,0,58,Fiber Optic,1,1,1,0,1,1,110.65,6526.65,0.0,5.0,49–72
0410-IPFTY,No,Month-To-Month,1,Bank Transfer (Automatic),1,0,Female,0,1,0,31,Fiber Optic,0,1,0,0,0,1,83.85,2674.15,0.0,2.0,25–48
0411-EZJZE,No,Month-To-Month,1,Electronic Check,1,1,Female,0,0,0,3,Dsl,0,0,0,0,1,0,60.25,170.5,0.0,1.0,0–12
0412-UCCNP,No,Two Year,1,Electronic Check,1,0,Male,0,0,0,55,Dsl,1,0,1,1,0,0,59.2,3175.85,0.0,3.0,49–72
0415-MOSGF,Yes,Month-To-Month,0,Mailed Check,1,0,Female,0,0,0,1,Dsl,0,0,0,0,0,0,44.4,44.4,1.0,0.0,0–12
0419-YAAPX,No,Month-To-Month,1,Credit Card (Automatic),1,0,Male,0,1,0,49,Fiber Optic,0,1,0,0,1,0,85.3,4297.95,0.0,2.0,49–72
0420-BWTPW,Yes,Month-To-Month,0,Mailed Check,0,No Phone Service,Male,0,0,1,8,Dsl,0,0,0,0,0,0,25.5,215.2,1.0,0.0,0–12
0420-HLGXF,No,Month-To-Month,1,Electronic Check,1,1,Female,1,0,0,39,Fiber Optic,0,0,1,0,1,1,99.75,4036.0,0.0,3.0,25–48
0420-TXVSG,No,Two Year,1,Credit Card (Automatic),1,1,Male,0,1,0,66,Dsl,1,1,1,0,0,0,66.1,4428.45,0.0,3.0,49–72
0422-OHQHQ,No,One Year,0,Mailed Check,1,0,Female,0,1,1,15,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.55,295.95,0.0,,13–24
0422-UXFAP,No,One Year,1,Electronic Check,1,1,Female,0,1,0,51,Fiber Optic,0,0,1,0,1,1,98.85,4947.55,0.0,3.0,49–72
0423-UDIJQ,No,Month-To-Month,0,Mailed Check,1,0,Male,1,0,0,9,Dsl,0,0,0,1,0,0,49.2,447.9,0.0,1.0,0–12
0426-TIRNE,Yes,Month-To-Month,0,Mailed Check,1,0,Female,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.9,20.9,1.0,,0–12
0428-AXXLJ,No,One Year,1,Bank Transfer (Automatic),1,0,Male,0,0,0,25,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.5,516.3,0.0,,25–48
0428-IKYCP,No,Month-To-Month,1,Bank Transfer (Automatic),1,0,Male,0,1,0,22,Fiber Optic,0,0,1,0,1,0,87.0,1850.65,0.0,2.0,13–24
0430-IHCDJ,No,Month-To-Month,1,Electronic Check,1,1,Male,0,0,0,15,Dsl,0,0,0,0,0,0,49.0,749.25,0.0,0.0,13–24
0431-APWVY,Yes,One Year,1,Bank Transfer (Automatic),1,0,Female,0,1,1,28,Fiber Optic,0,0,0,0,1,1,90.1,2598.95,1.0,2.0,25–48
0432-CAJZV,No,Month-To-Month,0,Mailed Check,1,0,Male,0,0,0,3,Fiber Optic,0,0,0,0,1,1,90.7,237.65,0.0,2.0,0–12
0434-CSFON,No,Month-To-Month,1,Electronic Check,1,1,Female,0,1,0,47,Fiber Optic,0,0,1,0,1,1,100.5,4707.1,0.0,3.0,25–48
0436-TWFFZ,No,Two Year,1,Mailed Check,1,1,Female,0,0,0,67,Dsl,1,0,1,1,1,1,85.25,5714.2,0.0,5.0,49–72
0439-IFYUN,No,Month-To-Month,1,Electronic Check,1,0,Female,1,0,0,18,Fiber Optic,0,1,0,0,0,0,74.7,1294.6,0.0,1.0,13–24
0440-EKDCF,No,Two Year,1,Credit Card (Automatic),1,0,Male,0,1,0,62,Dsl,0,1,1,1,0,0,60.15,3753.2,0.0,3.0,49–72
0440-MOGPM,No,One Year,1,Electronic Check,1,1,Female,0,0,0,41,Dsl,0,1,1,0,1,1,80.55,3263.9,0.0,4.0,25–48
0440-QEXBZ,No,Month-To-Month,1,Mailed Check,1,1,Female,0,0,0,44,Dsl,0,0,0,0,0,0,50.15,2139.1,0.0,0.0,25–48
0440-UEDAI,No,One Year,1,Credit Card (Automatic),1,0,Female,0,0,0,53,Fiber Optic,0,1,1,1,0,1,94.45,5042.75,0.0,4.0,49–72
0442-TDYUO,No,Two Year,1,Mailed Check,1,0,Male,0,1,0,48,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.05,1036.0,0.0,,25–48
0442-ZXKVS,No,One Year,1,Bank Transfer (Automatic),1,1,Female,1,1,0,54,Fiber Optic,1,1,1,1,1,1,115.6,6431.05,0.0,6.0,49–72
0447-BEMNG,Yes,Month-To-Month,1,Bank Transfer (Automatic),0,No Phone Service,Female,0,1,0,48,Dsl,1,0,1,0,0,1,45.3,2145.0,1.0,3.0,25–48
